id,value_key,lookup_key,lookup_name,value,description,created_at,updated_at,created_by,updated_by,lookup_order,deleted_at,status,organisation_id
3219,EDLI,POLICY_TYPE_EDLI,POLICY_TYPE,Employees’ Deposit Linked Insurance Scheme (EDLI),Employeesâ€™ Deposit Linked Insurance â€“ Provides life insurance benefit linked to provident fund contributions.,2025-05-31 06:18:03.138208+00,2025-05-31 06:18:03.138208+00,SYSTEM,SYSTEM,26,,1,1
18542,DIRECTORS_AND_OFFICERS_LIABILITY,POLICY_TYPE_DIRECTORS_AND_OFFICERS_LIABILITY,POLICY_TYPE,D and O,DIRECTORS AND OFFICERS LIABILITY,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,229,,0,1
18516,FIDELITY_GUARANTEE_INSURANCE,POLICY_TYPE_FIDELITY_GUARANTEE_INSURANCE,POLICY_TYPE,Fidelity Guarantee Insurance,Fidelity Guarantee Insurance,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,203,,1,1
3214,D_AND_O,POLICY_TYPE_D_AND_O,POLICY_TYPE,Directors and Officers Liability Insurance (D&O),Directors and Officers Liability Insurance â€“ Covers legal liability of directors/officers for wrongful acts.,2025-05-31 06:18:03.138208+00,2025-05-31 06:18:03.138208+00,SYSTEM,SYSTEM,24,,1,1
3202,GMC,POLICY_TYPE_GMC,POLICY_TYPE,Group Mediclaim Policy,Group Mediclaim Insurance â€“ Provides hospitalization and medical expense cover for a group.,2025-05-31 06:18:03.138208+00,2025-05-31 06:18:03.138208+00,SYSTEM,SYSTEM,34,,1,1
3201,GPA,POLICY_TYPE_GPA,POLICY_TYPE,Group Personal Accident Policy,Group Personal Accident Insurance â€“ Covers accidental death or disability of employees.,2025-05-31 06:18:03.138208+00,2025-05-31 06:18:03.138208+00,SYSTEM,SYSTEM,36,,1,1
3211,FIRE_INSURANCE,POLICY_TYPE_FIRE,POLICY_TYPE,Fire Insurance,"Fire Insurance â€“ Covers damage to property caused by fire, lightning, explosion, etc.",2025-05-31 06:18:03.138208+00,2025-05-31 06:18:03.138208+00,SYSTEM,SYSTEM,32,,1,1
3220,GTL,POLICY_TYPE_GTL,POLICY_TYPE,Group Term Life Insurance (GTL),Group Term Life Insurance â€“ Offers term life cover to a group of employees/members.,2025-05-31 06:18:03.138208+00,2025-05-31 06:18:03.138208+00,SYSTEM,SYSTEM,38,,1,1
3209,MCE,POLICY_TYPE_MCE,POLICY_TYPE,Marine Cargo Export Insurance (MCE),Machinery and Construction Equipment Insurance â€“ Protects construction equipment from damage/loss.,2025-05-31 06:18:03.138208+00,2025-05-31 06:18:03.138208+00,SYSTEM,SYSTEM,60,,1,1
18167,AVIATION_HULL_ALL_RISK,POLICY_TYPE_AVIATION_HULL_ALL_RISK,POLICY_TYPE,Aviation Hull All Risk Insurance,Aviation Hull All Risk,2025-05-31 06:18:03.138208+00,2025-05-31 06:18:03.138208+00,SYSTEM,SYSTEM,3,,1,1
4635,GRATUITY,POLICY_TYPE_GRATUITY,POLICY_TYPE,Group Gratuity Insurance,Gratuity,2025-05-31 06:18:03.138208+00,2025-05-31 06:18:03.138208+00,SYSTEM,SYSTEM,37,,1,1
4636,IAR,POLICY_TYPE_IAR,POLICY_TYPE,Individual Accident / Personal Accident Insurance (IAR),IAR,2025-05-31 06:18:03.138208+00,2025-05-31 06:18:03.138208+00,SYSTEM,SYSTEM,40,,1,1
4637,KEY_MAN,POLICY_TYPE_KEY_MAN,POLICY_TYPE,Keyman Insurance,Key Man,2025-05-31 06:18:03.138208+00,2025-05-31 06:18:03.138208+00,SYSTEM,SYSTEM,45,,1,1
4638,LEAVE_ENCASHMENT,POLICY_TYPE_LEAVE_ENCASHMENT,POLICY_TYPE,Group Leave Encashment Scheme,Leave Encashment,2025-05-31 06:18:03.138208+00,2025-05-31 06:18:03.138208+00,SYSTEM,SYSTEM,46,,1,1
4644,SUPERANNUATION,POLICY_TYPE_SUPERANNUATION,POLICY_TYPE,Group Superannuation Scheme,Superannuation,2025-05-31 06:18:03.138208+00,2025-05-31 06:18:03.138208+00,SYSTEM,SYSTEM,181,,1,1
18519,MOTOR_LIABILITY_POLICY_-_COMMERCIAL_VEHILE,POLICY_TYPE_MOTOR_LIABILITY_POLICY_-_COMMERCIAL_VEHILE,POLICY_TYPE,Motor Liability Policy – Commercial Vehicle,Motor Liability Policy - Commercial Vehile,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,206,,1,1
18521,BURGLARY_AND_HOUSEBREAKING_INSURANCE,POLICY_TYPE_BURGLARY_AND_HOUSEBREAKING_INSURANCE,POLICY_TYPE,Burglary & Housebreaking Insurance,Burglary and Housebreaking Insurance,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,208,,1,1
18522,TRAVEL_INSURANCE,POLICY_TYPE_TRAVEL_INSURANCE,POLICY_TYPE,Travel Insurance,Travel Insurance,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,209,,1,1
18524,MARINE_CARGO_-_OPEN_POLICY,POLICY_TYPE_MARINE_CARGO_-_OPEN_POLICY,POLICY_TYPE,Marine Cargo Open Policy,Marine Cargo - Open Policy,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,211,,1,1
18525,MACHINERY_BREAKDOWN,POLICY_TYPE_MACHINERY_BREAKDOWN,POLICY_TYPE,Machinery Breakdown Insurance (MBD),MACHINERY BREAKDOWN,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,212,,1,1
18526,MOTOR_LIABILITY_POLICY_-_TWO_WHEELER,POLICY_TYPE_MOTOR_LIABILITY_POLICY_-_TWO_WHEELER,POLICY_TYPE,Motor Liability Policy – Two Wheeler,Motor Liability Policy - Two Wheeler,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,213,,1,1
18527,MOTOR_3_WHEELER_GOODS_CARRYING_POLICY,POLICY_TYPE_MOTOR_3_WHEELER_GOODS_CARRYING_POLICY,POLICY_TYPE,Motor 3-Wheeler Goods Carrying Vehicle Insurance,Motor 3 Wheeler Goods Carrying Policy,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,214,,1,1
18528,MOTOR_3_WHEELER_PASSENGER_CARRYING_POLICY,POLICY_TYPE_MOTOR_3_WHEELER_PASSENGER_CARRYING_POLICY,POLICY_TYPE,Motor 3-Wheeler Passenger Carrying Vehicle Insurance,Motor 3 Wheeler Passenger Carrying Policy,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,215,,1,1
15030,RI_TECHNOLOGY_ERRORS_AND_OMISSIONS_AND_NET_WORK_RISKS_LIABILITY,POLICY_TYPE_RI_TECHNOLOGY_ERRORS_AND_OMISSIONS_AND_NET_WORK_RISKS_LIABILITY,POLICY_TYPE,Reinsurance – Technology Errors & Omissions & Network Risks Liability,RI_Technology Errors and Omissions and net work risks liability,2025-07-02 09:38:44.145735+00,2025-07-02 09:38:44.145735+00,SYSTEM,SYSTEM,169,,1,1
15031,POSI,POLICY_TYPE_POSI,POLICY_TYPE,Public Offer Securities Insurance (POSI),POSI,2025-07-02 09:38:44.145735+00,2025-07-02 09:38:44.145735+00,SYSTEM,SYSTEM,86,,1,1
18530,WORKMENS_COMPENSATION_POLICY,POLICY_TYPE_WORKMENS_COMPENSATION_POLICY,POLICY_TYPE,Workmen Compensation Insurance (WC),Workmens Compensation Policy,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,217,,1,1
18531,COMMERCIAL_GENERAL_LIABILITY_INSURANCE,POLICY_TYPE_COMMERCIAL_GENERAL_LIABILITY_INSURANCE,POLICY_TYPE,Commercial General Liability Insurance (CGL),Commercial General Liability Insurance,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,218,,1,1
18532,MOTOR_LIABILITY_POLICY_-_PRIVATE_CAR,POLICY_TYPE_MOTOR_LIABILITY_POLICY_-_PRIVATE_CAR,POLICY_TYPE,Motor Liability Policy – Private Car,Motor Liability Policy - Private Car,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,219,,1,1
18533,MOTOR_PCV_POLICY,POLICY_TYPE_MOTOR_PCV_POLICY,POLICY_TYPE,Motor Commercial Vehicle Insurance,Motor PCV Policy,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,220,,1,1
18534,HEALTH_FAMILY_FLOATER_POLICY,POLICY_TYPE_HEALTH_FAMILY_FLOATER_POLICY,POLICY_TYPE,Health Family Floater Policy,Health Family Floater Policy,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,221,,1,1
18535,MARINE_TRANSIT_POLICY,POLICY_TYPE_MARINE_TRANSIT_POLICY,POLICY_TYPE,Marine Transit Insurance,Marine Transit Policy,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,222,,1,1
18536,MARINE_CARGO_-_SPECIFIC_POLICY,POLICY_TYPE_MARINE_CARGO_-_SPECIFIC_POLICY,POLICY_TYPE,Marine Cargo Specific Policy,Marine Cargo - Specific Policy,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,223,,1,1
18538,STANDALONE_TERRORISM_POLICY,POLICY_TYPE_STANDALONE_TERRORISM_POLICY,POLICY_TYPE,Standalone Terrorism Policy,Standalone Terrorism Policy,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,225,,1,1
18539,SUPER_TOP_UP_POLICY,POLICY_TYPE_SUPER_TOP_UP_POLICY,POLICY_TYPE,Super Top-Up Health Policy,Super Top Up Policy,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,226,,1,1
18541,PUBLIC_LIABILITY_INSURANCE_-_INDUSTRIAL,POLICY_TYPE_PUBLIC_LIABILITY_INSURANCE_-_INDUSTRIAL,POLICY_TYPE,Public Liability Insurance – Industrial,Public Liability Insurance - Industrial,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,228,,1,1
18543,ERECTION_ALL_RISK_INSURANCE,POLICY_TYPE_ERECTION_ALL_RISK_INSURANCE,POLICY_TYPE,Erection All Risk (EAR),Erection All Risk Insurance,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,230,,1,1
18544,AGRICULTURAL_PUMPSET_INSURANCE_POLICY_(MICRO),POLICY_TYPE_AGRICULTURAL_PUMPSET_INSURANCE_POLICY_(MICRO),POLICY_TYPE,Agricultural Pumpset Insurance Policy (Micro),AGRICULTURAL PUMPSET INSURANCE POLICY (MICRO),2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,231,,1,1
18545,OFFICE_PACKAGE_POLICY,POLICY_TYPE_OFFICE_PACKAGE_POLICY,POLICY_TYPE,Office Package Policy,Office Package Policy,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,232,,1,1
18546,INDUSTRIAL_ALL_RISK,POLICY_TYPE_INDUSTRIAL_ALL_RISK,POLICY_TYPE,Industrial All Risk Insurance,Industrial All Risk,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,233,,1,1
18547,STANDARD_FIRE_AND_SPECIAL_PERILS,POLICY_TYPE_STANDARD_FIRE_AND_SPECIAL_PERILS,POLICY_TYPE,Standard Fire & Special Perils Policy,Standard Fire and Special Perils,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,234,,1,1
18548,CONSEQUENTIAL_LOSS_(FIRE)_INSURANCE,POLICY_TYPE_CONSEQUENTIAL_LOSS_(FIRE)_INSURANCE,POLICY_TYPE,Consequential Loss (Fire) Insurance,CONSEQUENTIAL LOSS (FIRE) INSURANCE,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,235,,1,1
18549,HEALTH_PROTECTOR_PLUS,POLICY_TYPE_HEALTH_PROTECTOR_PLUS,POLICY_TYPE,Health Protector Plus Insurance,HEALTH PROTECTOR PLUS,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,236,,1,1
18550,CONTRACTOR_ALL_RISK_INSURANCE,POLICY_TYPE_CONTRACTOR_ALL_RISK_INSURANCE,POLICY_TYPE,Contractors All Risk Insurance (CAR),Contractor All Risk Insurance,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,237,,1,1
18552,PRIVATE_CAR_-_ELECTRIC,POLICY_TYPE_PRIVATE_CAR_-_ELECTRIC,POLICY_TYPE,Private Car Insurance – Electric Vehicle,PRIVATE CAR - ELECTRIC,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,239,,1,1
18554,ACCIDENT_GUARD_PLUS-PROTECT,POLICY_TYPE_ACCIDENT_GUARD_PLUS-PROTECT,POLICY_TYPE,Accident Guard Plus – Protect,Accident Guard Plus-Protect,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,241,,1,1
18555,INDIVIDUAL_PERSONAL_ACCIDENT,POLICY_TYPE_INDIVIDUAL_PERSONAL_ACCIDENT,POLICY_TYPE,Individual Personal Accident Insurance,INDIVIDUAL PERSONAL ACCIDENT,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,242,,1,1
18556,PROFESSIONAL_INDEMNITY_INSURANCE,POLICY_TYPE_PROFESSIONAL_INDEMNITY_INSURANCE,POLICY_TYPE,Professional Indemnity Insurance (PI),Professional Indemnity Insurance,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,243,,1,1
18557,SIGNAGE_INSURANCE,POLICY_TYPE_SIGNAGE_INSURANCE,POLICY_TYPE,Signage Insurance,Signage Insurance,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,244,,1,1
18558,ELECTRONIC_EQUIPMENTS_INSURANCE,POLICY_TYPE_ELECTRONIC_EQUIPMENTS_INSURANCE,POLICY_TYPE,Electronic Equipment Insurance (EEI),Electronic Equipments Insurance,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,245,,1,1
15077,MARINE_SALES_TURNOVER,POLICY_TYPE_MARINE_SALES_TURNOVER,POLICY_TYPE,Marine Sales trunover,Marine_Sales_Turnover,2025-07-22 15:12:26.207511+00,2025-07-22 15:12:26.207511+00,SYSTEM,SYSTEM,58,,1,1
15003,CYBER_LIABILITY Insurance,POLICY_TYPE_CYBER_LIABILITY,POLICY_TYPE,Cyber Liability Insurance,Cyber Liability Insurance,2025-06-28 06:10:34.362914+00,2025-06-28 06:10:34.362914+00,SYSTEM,SYSTEM,23,,1,1
15029,CYBER_INSURANCE,POLICY_TYPE_CYBER_INSURANCE,POLICY_TYPE,Cyber Insurance,Cyber Insurance,2025-07-02 09:38:44.145735+00,2025-07-02 09:38:44.145735+00,SYSTEM,SYSTEM,22,,1,1
15001,BHARAT_LAGHU_BLUS,POLICY_TYPE_BHARAT_LAGHU_BLUS,POLICY_TYPE,Bharat Laghu Udyam Suraksha (BLUS),Bharat Laghu-BLUS,2025-06-28 06:10:34.362914+00,2025-06-28 06:10:34.362914+00,SYSTEM,SYSTEM,7,,1,1
15002,BHARAT_SOOKSHMA_BSUS,POLICY_TYPE_BHARAT_SOOKSHMA_BSUS,POLICY_TYPE,Bharat Sookshma Udyam Suraksha (BSUS),Bharat Sookshma-BSUS,2025-06-28 06:10:34.362914+00,2025-06-28 06:10:34.362914+00,SYSTEM,SYSTEM,8,,1,1
15005,MARINE,POLICY_TYPE_MARINE,POLICY_TYPE,Marine Cargo Insurance,Marine,2025-06-28 06:10:34.362914+00,2025-06-28 06:10:34.362914+00,SYSTEM,SYSTEM,49,,1,1
15006,PERFORMANCE_SECURITY_BOND,POLICY_TYPE_PERFORMANCE_SECURITY_BOND,POLICY_TYPE,Performance Security Bond Insurance,Performance Security Bond,2025-06-28 06:10:34.362914+00,2025-06-28 06:10:34.362914+00,SYSTEM,SYSTEM,72,,1,1
15056,MISC,POLICY_TYPE_MISC,POLICY_TYPE,Miscellaneous Insurance,Misc,2025-07-22 15:12:26.207511+00,2025-07-22 15:12:26.207511+00,SYSTEM,SYSTEM,62,,1,1
15058,MARINE_SPECIFIC,POLICY_TYPE_MARINE_SPECIFIC,POLICY_TYPE,Marine Specific Policy,Marine_Specific,2025-07-22 15:12:26.207511+00,2025-07-22 15:12:26.207511+00,SYSTEM,SYSTEM,56,,1,1
15059,MARINE_OPEN_POLICY,POLICY_TYPE_MARINE_OPEN_POLICY,POLICY_TYPE,Marine Open Policy,Marine_Open_Policy,2025-07-22 15:12:26.207511+00,2025-07-22 15:12:26.207511+00,SYSTEM,SYSTEM,54,,1,1
15060,PACKAGE_POLICY,POLICY_TYPE_PACKAGE_POLICY,POLICY_TYPE,Package Policy,Package_Policy,2025-07-22 15:12:26.207511+00,2025-07-22 15:12:26.207511+00,SYSTEM,SYSTEM,71,,1,1
15061,INDIVIDUAL_MEDICLAIM,POLICY_TYPE_INDIVIDUAL_MEDICLAIM,POLICY_TYPE,Individual Health / Mediclaim Insurance,Individual Mediclaim,2025-07-22 15:12:26.207511+00,2025-07-22 15:12:26.207511+00,SYSTEM,SYSTEM,41,,1,1
15063,MTP,POLICY_TYPE_MTP,POLICY_TYPE,Medical Travel Policy (MTP)),MTP,2025-07-22 15:12:26.207511+00,2025-07-22 15:12:26.207511+00,SYSTEM,SYSTEM,65,,1,1
15064,TRAVEL_POLICY-GROUP,POLICY_TYPE_TRAVEL_POLICY-GROUP,POLICY_TYPE,Group Travel Insurance,Travel_Policy-group,2025-07-22 15:12:26.207511+00,2025-07-22 15:12:26.207511+00,SYSTEM,SYSTEM,183,,1,1
15065,LIA_STAGE_PAY,POLICY_TYPE_LIA_STAGE_PAY,POLICY_TYPE,LIA Stage Pay,LIA_Stage_Pay,2025-07-22 15:12:26.207511+00,2025-07-22 15:12:26.207511+00,SYSTEM,SYSTEM,47,,1,1
15070,STUDENT,POLICY_TYPE_STUDENT,POLICY_TYPE,Student Insurance,Student,2025-07-22 15:12:26.207511+00,2025-07-22 15:12:26.207511+00,SYSTEM,SYSTEM,180,,1,1
15071,GMC_TOP-UP,POLICY_TYPE_GMC_TOP-UP,POLICY_TYPE,Group Mediclaim Top-Up Policy,GMC_TOP-UP,2025-07-22 15:12:26.207511+00,2025-07-22 15:12:26.207511+00,SYSTEM,SYSTEM,35,,1,1
15073,PUBLIC_LIABILITY,POLICY_TYPE_PUBLIC_LIABILITY,POLICY_TYPE,Public Liability Insurance,Public_Liability,2025-07-22 15:12:26.207511+00,2025-07-22 15:12:26.207511+00,SYSTEM,SYSTEM,92,,1,1
15078,OPD,POLICY_TYPE_OPD,POLICY_TYPE,Outpatient Department Health Insurance (OPD),OPD,2025-07-22 15:12:26.207511+00,2025-07-22 15:12:26.207511+00,SYSTEM,SYSTEM,69,,1,1
15079,MARINE_OPEN_COVER,POLICY_TYPE_MARINE_OPEN_COVER,POLICY_TYPE,Marine Open Cover Insurance,Marine_Open_Cover,2025-07-22 15:12:26.207511+00,2025-07-22 15:12:26.207511+00,SYSTEM,SYSTEM,52,,1,1
15080,HOUSE_HOLDER,POLICY_TYPE_HOUSE_HOLDER,POLICY_TYPE,Householder Insurance,House_Holder,2025-07-22 15:12:26.207511+00,2025-07-22 15:12:26.207511+00,SYSTEM,SYSTEM,39,,1,1
15081,MEGA_POLICY,POLICY_TYPE_MEGA_POLICY,POLICY_TYPE,Mega Fire / Package Policy,Mega_Policy,2025-07-22 15:12:26.207511+00,2025-07-22 15:12:26.207511+00,SYSTEM,SYSTEM,61,,1,1
3204,BOILER_AND_PRES_PLANT,POLICY_TYPE_BOILER_AND_PRES_PLANT,POLICY_TYPE,Boiler and Pres Plant,Boiler and Pressure Plant Insurance â€“ Covers explosion risks in boilers and pressure vessels.,2025-05-31 06:18:03.138208+00,2025-05-31 06:18:03.138208+00,SYSTEM,SYSTEM,10,,0,1
3206,EAR,POLICY_TYPE_EAR,POLICY_TYPE,EAR,Erection All Risks Insurance â€“ Covers risks associated with erection and installation of machinery/plants.,2025-05-31 06:18:03.138208+00,2025-05-31 06:18:03.138208+00,SYSTEM,SYSTEM,25,,0,1
3212,CGL,POLICY_TYPE_CGL,POLICY_TYPE,CGL,Commercial General Liability Insurance â€“ Covers third-party bodily injury or property damage claims.,2025-05-31 06:18:03.138208+00,2025-05-31 06:18:03.138208+00,SYSTEM,SYSTEM,14,,0,1
3213,CLINICAL_TRIAL,POLICY_TYPE_CLINICAL_TRIAL,POLICY_TYPE,Clinical Trial,Clinical Trial Insurance â€“ Covers liabilities arising during clinical trials of pharmaceutical products.,2025-05-31 06:18:03.138208+00,2025-05-31 06:18:03.138208+00,SYSTEM,SYSTEM,15,,0,1
3207,EEI,POLICY_TYPE_EEI,POLICY_TYPE,EEI,Electronic Equipment Insurance â€“ Covers computers and electronic devices against damage or loss.,2025-05-31 06:18:03.138208+00,2025-05-31 06:18:03.138208+00,SYSTEM,SYSTEM,27,,0,1
3210,FLOP,POLICY_TYPE_FLOP,POLICY_TYPE,FLOP,Fire Loss of Profit Insurance â€“ Covers loss of profits due to business interruption from fire.,2025-05-31 06:18:03.138208+00,2025-05-31 06:18:03.138208+00,SYSTEM,SYSTEM,33,,0,1
3208,MBD,POLICY_TYPE_MBD,POLICY_TYPE,MBD,Machinery Breakdown Insurance â€“ Covers sudden and accidental breakdown of machinery.,2025-05-31 06:18:03.138208+00,2025-05-31 06:18:03.138208+00,SYSTEM,SYSTEM,59,,0,1
30055,MARINE_CUM_ERECTION_POLICY_MCE,POLICY_TYPE_MARINE_CUM_ERECTION_POLICY_MCE,POLICY_TYPE,Marine cum Erection Policy (MCE),Marine cum Erection Policy (MCE),2025-12-01 11:13:51.664674+00,2025-12-01 11:13:51.664674+00,System,System,303,,1,1
15171,RI_CAT_XL_COVER,POLICY_TYPE_RI_CAT_XL_COVER,POLICY_TYPE,Reinsurance Catastrophe XL Cover,RI_CAT XL Cover,2025-07-22 15:12:26.207511+00,2025-07-22 15:12:26.207511+00,SYSTEM,SYSTEM,104,,1,1
15172,RI_CAT_XL_EQ__4TH_LAYER,POLICY_TYPE_RI_CAT_XL_EQ__4TH_LAYER,POLICY_TYPE,Reinsurance Catastrophe XL Equipment 4th Layer,RI_Cat XL EQ ( 4th Layer),2025-07-22 15:12:26.207511+00,2025-07-22 15:12:26.207511+00,SYSTEM,SYSTEM,105,,1,1
15173,RI_FOREIGN_INWARD_RETRO_XL,POLICY_TYPE_RI_FOREIGN_INWARD_RETRO_XL,POLICY_TYPE,Reinsurance Foreign Inward Retro XL,RI_FOREIGN INWARD RETRO XL,2025-07-22 15:12:26.207511+00,2025-07-22 15:12:26.207511+00,SYSTEM,SYSTEM,126,,1,1
15174,RI_WHOLE_ACCOUNT_QUOTA_SHARE,POLICY_TYPE_RI_WHOLE_ACCOUNT_QUOTA_SHARE,POLICY_TYPE,Reinsurance Whole Account Quota Share,RI_Whole Account Quota Share,2025-07-22 15:12:26.207511+00,2025-07-22 15:12:26.207511+00,SYSTEM,SYSTEM,177,,1,1
15175,RI_WC,POLICY_TYPE_RI_WC,POLICY_TYPE,Reinsurance Workmen Compensation,RI_WC,2025-07-22 15:12:26.207511+00,2025-07-22 15:12:26.207511+00,SYSTEM,SYSTEM,176,,1,1
15176,RI_PROP_SURP_AND_EQ_QS_TTY,POLICY_TYPE_RI_PROP_SURP_AND_EQ_QS_TTY,POLICY_TYPE,Reinsurance Property Surplus & Equipment Quota Share,RI_Prop Surp and EQ QS tty,2025-07-22 15:12:26.207511+00,2025-07-22 15:12:26.207511+00,SYSTEM,SYSTEM,159,,1,1
15177,RI_PROPERTY_AND_EQ_QUOTA_SHARE_TREATY,POLICY_TYPE_RI_PROPERTY_AND_EQ_QUOTA_SHARE_TREATY,POLICY_TYPE,Reinsurance Property & Equipment Quota Share Treaty,RI_Property and EQ Quota Share Treaty,2025-07-22 15:12:26.207511+00,2025-07-22 15:12:26.207511+00,SYSTEM,SYSTEM,157,,1,1
15178,RI_PROPERTY_QS,POLICY_TYPE_RI_PROPERTY_QS,POLICY_TYPE,Reinsurance Property Quota Share,RI_Property QS,2025-07-22 15:12:26.207511+00,2025-07-22 15:12:26.207511+00,SYSTEM,SYSTEM,158,,1,1
15179,RI_EQ_XL,POLICY_TYPE_RI_EQ_XL,POLICY_TYPE,Reinsurance Equipment Excess XL,RI_EQ XL,2025-07-22 15:12:26.207511+00,2025-07-22 15:12:26.207511+00,SYSTEM,SYSTEM,121,,1,1
15180,CLUB_EVEXIA,POLICY_TYPE_CLUB_EVEXIA,POLICY_TYPE,Club Evexia Membership,Club Evexia,2025-07-22 15:12:26.207511+00,2025-07-22 15:12:26.207511+00,SYSTEM,SYSTEM,17,,1,1
3215,PRODUCT_LIABILITY,POLICY_TYPE_PRODUCT_LIABILITY,POLICY_TYPE,Product Liability,Product Liability Insurance â€“ Protects against claims from damages caused by manufactured products.,2025-05-31 06:18:03.138208+00,2025-05-31 06:18:03.138208+00,SYSTEM,SYSTEM,87,,0,1
15181,PL_CAR,POLICY_TYPE_PL_CAR,POLICY_TYPE,PL CAR,PL CAR,2025-07-22 15:12:26.207511+00,2025-07-22 15:12:26.207511+00,SYSTEM,SYSTEM,74,,0,1
15182,PL_CPM,POLICY_TYPE_PL_CPM,POLICY_TYPE,PL CPM,PL CPM,2025-07-22 15:12:26.207511+00,2025-07-22 15:12:26.207511+00,SYSTEM,SYSTEM,75,,0,1
15183,PL_EAR,POLICY_TYPE_PL_EAR,POLICY_TYPE,PL EAR,PL EAR,2025-07-22 15:12:26.207511+00,2025-07-22 15:12:26.207511+00,SYSTEM,SYSTEM,77,,0,1
18166,AVIATION_HULL_WAR_RISK,POLICY_TYPE_AVIATION_HULL_WAR_RISK,POLICY_TYPE,Aviation Hull War Risk,Aviation Hull War Risk,2025-05-31 06:18:03.138208+00,2025-05-31 06:18:03.138208+00,SYSTEM,SYSTEM,4,,0,1
3216,PROF_INDEMNITY,POLICY_TYPE_PROF_INDEMNITY,POLICY_TYPE,Prof Indemnity,Professional Indemnity Insurance â€“ Covers professionals against legal liabilities from errors or omissions.,2025-05-31 06:18:03.138208+00,2025-05-31 06:18:03.138208+00,SYSTEM,SYSTEM,89,,0,1
3217,PUBLIC_LIABILITY,POLICY_TYPE_PUBLIC_LIABILITY,POLICY_TYPE,Public Liability,Public Liability Insurance â€“ Covers legal liabilities arising from injury or damage to the public.,2025-05-31 06:18:03.138208+00,2025-05-31 06:18:03.138208+00,SYSTEM,SYSTEM,91,,0,1
3218,WC,POLICY_TYPE_WC,POLICY_TYPE,WC,Workmen Compensation Insurance â€“ Covers compensation liabilities under the Workmen Compensation Act.,2025-05-31 06:18:03.138208+00,2025-05-31 06:18:03.138208+00,SYSTEM,SYSTEM,184,,0,1
